ingredient,label,n_co,odds_ratio,pmi
"broccoli, powder",Cognitive/Focus,0,0.3521118721461187,-1.322916580736851
bitter melon fruit extract,Cognitive/Focus,1,0.3519343199049968,-1.3526639241309029
fruit blend,Cognitive/Focus,1,0.3519343199049968,-1.3526639241309029
chamomile flower extract,Cognitive/Focus,2,0.34692682047584716,-1.3818102697904193
papain,Cognitive/Focus,6,0.3448527098940179,-1.398204708041088
calcium d-glucarate,Cognitive/Focus,1,0.3447408012259439,-1.3818102697904193
ginger rhizome extract,Cognitive/Focus,1,0.3447408012259439,-1.3818102697904193
valerian,Cognitive/Focus,1,0.3447408012259439,-1.3818102697904193
lactobacillus acidophilus,Cognitive/Focus,4,0.34279687283982,-1.4047106719004983
"collagen, hydrolyzed",Cognitive/Focus,1,0.3378350232940532,-1.4103794219871904
berberine hydrochloride,Cognitive/Focus,3,0.32761067082666695,-1.465874534578894
amla fruit extract,Cognitive/Focus,0,0.32500526870389884,-1.4383937981567867
"cranberry, powder",Cognitive/Focus,0,0.32500526870389884,-1.4383937981567867
hibiscus flower extract,Cognitive/Focus,0,0.32500526870389884,-1.4383937981567867
pygeum bark extract,Cognitive/Focus,0,0.32500526870389884,-1.4383937981567867
bacillus coagulans,Cognitive/Focus,2,0.3164987664473684,-1.5105435839126222
elderberry extract,Cognitive/Focus,0,0.3129578893962456,-1.4928415821791632
juniper,Cognitive/Focus,0,0.3129578893962456,-1.4928415821791632
red clover,Cognitive/Focus,0,0.3129578893962456,-1.4928415821791632
licorice,Cognitive/Focus,1,0.31276960709682006,-1.5193137935403542
hyaluronic acid,Cognitive/Focus,8,0.31144873594077327,-1.5395726325241545
l-isoleucine,Cognitive/Focus,4,0.30989843825626795,-1.545309002073299
licorice root extract,Cognitive/Focus,3,0.30951668205361704,-1.545309002073299
saw palmetto berry extract,Cognitive/Focus,3,0.30951668205361704,-1.545309002073299
milk thistle seed extract,Cognitive/Focus,6,0.3021728728644206,-1.5816508491370191
"bamboo leaf, stem extract",Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
celery seed extract,Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
chrysin,Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
goldenseal,Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
pau d arco,Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
"psyllium, powder",Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
senna leaf extract,Cognitive/Focus,0,0.3017710371819961,-1.545309002073299
stinging nettle root extract,Cognitive/Focus,1,0.3015796891516267,-1.5708440941804365
lipase,Cognitive/Focus,5,0.2990235468867948,-1.595935075143267
optimsm,Cognitive/Focus,1,0.2962792017039035,-1.5959350751432666
acerola,Cognitive/Focus,0,0.2913556920170052,-1.5959350751432666
passionflower aerial parts extract,Cognitive/Focus,0,0.2913556920170052,-1.5959350751432666
wild yam root extract,Cognitive/Focus,0,0.2913556920170052,-1.5959350751432666
peppermint,Cognitive/Focus,0,0.28163470319634704,-1.6448446756242132
"glutathione, reduced",Cognitive/Focus,0,0.2725408749447636,-1.6921503904025699
hemp aerial parts extract,Cognitive/Focus,0,0.2725408749447636,-1.6921503904025699
soy isoflavones,Cognitive/Focus,0,0.2725408749447636,-1.6921503904025699
whey protein isolate,Cognitive/Focus,0,0.2725408749447636,-1.6921503904025699
"apple cider vinegar, powder",Cognitive/Focus,2,0.27214204867006225,-1.7228471876254865
cellulase,Cognitive/Focus,3,0.2697581573896353,-1.7379540800156945
glucosamine sulfate,Cognitive/Focus,3,0.2697581573896353,-1.7379540800156945
elderberry fruit extract,Cognitive/Focus,2,0.2663954293628809,-1.7529044214816663
probiotic blend,Cognitive/Focus,6,0.26518848706005677,-1.7634891721228323
aloe vera,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
dl-methionine,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
leucine,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
mullein,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
nettle root extract,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
saw palmetto fruit extract,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
schisandra berry extract,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
tart cherry fruit extract,Cognitive/Focus,0,0.26401541095890413,-1.7379540800156945
all herbal ingredients,Cognitive/Focus,0,0.25600664176006643,-1.7823481993741483
bifidobacterium bifidum,Cognitive/Focus,0,0.25600664176006643,-1.7823481993741483
raw organic fruit vegetable blend,Cognitive/Focus,0,0.25600664176006643,-1.7823481993741483
"whey protein isolate, microfiltered, ultrafiltered",Cognitive/Focus,0,0.25600664176006643,-1.7823481993741483
astragalus root extract,Cognitive/Focus,2,0.25559875066454013,-1.811203062046333
black walnut,Cognitive/Focus,0,0.24846897663174858,-1.825416921266034
curcumin,Cognitive/Focus,0,0.24846897663174858,-1.825416921266034
marshmallow root extract,Cognitive/Focus,0,0.24846897663174858,-1.825416921266034
red yeast rice,Cognitive/Focus,0,0.24846897663174858,-1.825416921266034
broccoli,Cognitive/Focus,0,0.24136203522504893,-1.867237096960661
nettle,Cognitive/Focus,0,0.24136203522504893,-1.867237096960661
tribulus fruit extract,Cognitive/Focus,0,0.24136203522504893,-1.867237096960661
saw palmetto,Cognitive/Focus,1,0.2377498755205941,-1.9078790814580069
"flaxseed, powder",Cognitive/Focus,0,0.23464992389649925,-1.9078790814580069
wild yam,Cognitive/Focus,0,0.23464992389649925,-1.9078790814580069
biocell collagen,Cognitive/Focus,0,0.2283006293965198,-1.9474074456446446
dong quai root extract,Cognitive/Focus,0,0.2283006293965198,-1.9474074456446446
echinacea,Cognitive/Focus,0,0.2283006293965198,-1.9474074456446446
l-cysteine,Cognitive/Focus,1,0.2280891469710324,-1.9667727705115756
proprietary herbal blend,Cognitive/Focus,1,0.22504065040650406,-1.9858815934592802
garcinia cambogia fruit extract,Cognitive/Focus,0,0.22228550829127613,-1.9858815934592802
lobelia,Cognitive/Focus,0,0.21657885493501933,-2.023356298877943
rose hip,Cognitive/Focus,1,0.2163641601843849,-2.041734828192798
cayenne,Cognitive/Focus,0,0.20600066822586033,-2.0955060846337785
"coconut water, powder",Cognitive/Focus,0,0.20600066822586033,-2.0955060846337785
strontium,Cognitive/Focus,0,0.20600066822586033,-2.0955060846337785
fructooligosaccharides,Cognitive/Focus,1,0.2057830745476542,-2.1129935113626197
glucosamine sulfate potassium chloride,Cognitive/Focus,0,0.19640649888499523,-2.1642188347177926
parsley,Cognitive/Focus,0,0.19640649888499523,-2.1642188347177926
"pomegranate juice, powder",Cognitive/Focus,0,0.19640649888499523,-2.1642188347177926
"cayenne pepper, powder",Cognitive/Focus,0,0.19193648816936487,-2.197385698652992
d-aspartic acid,Cognitive/Focus,0,0.19193648816936487,-2.197385698652992
elderberry,Cognitive/Focus,0,0.19193648816936487,-2.197385698652992
saccharomyces boulardii,Cognitive/Focus,0,0.19193648816936487,-2.197385698652992
garlic,Cognitive/Focus,1,0.19171504023518274,-2.2136875109820924
proprietary probiotic blend,Cognitive/Focus,2,0.18862308523173604,-2.2404544205448778
bovine collagen peptides,Cognitive/Focus,0,0.18766514459665146,-2.2298071763453695
conjugated linoleic acid,Cognitive/Focus,0,0.18766514459665146,-2.2298071763453695
garlic bulb extract,Cognitive/Focus,0,0.18357951161405597,-2.261516036072708
apple pectin,Cognitive/Focus,0,0.17966773535412417,-2.292542931693332
tongkat ali root extract,Cognitive/Focus,0,0.17966773535412417,-2.292542931693332
beet,Cognitive/Focus,0,0.1759189497716895,-2.3229165807368513
raw probiotic enzyme blend,Cognitive/Focus,0,0.1759189497716895,-2.3229165807368513
alpha-galactosidase,Cognitive/Focus,0,0.17232317584568074,-2.352663924130903
beta-sitosterol,Cognitive/Focus,0,0.17232317584568074,-2.352663924130903
pumpkin seed oil,Cognitive/Focus,0,0.17232317584568074,-2.352663924130903
valerian root extract,Cognitive/Focus,1,0.1720963529286749,-2.367310700095304
amylase,Cognitive/Focus,2,0.17070256934566144,-2.381810269790419
black cohosh,Cognitive/Focus,0,0.16887123287671232,-2.381810269790419
protease,Cognitive/Focus,2,0.16618875519390583,-2.4197781199894397
black cohosh root extract,Cognitive/Focus,0,0.16555466022025248,-2.4103794219871904
black elderberry extract,Cognitive/Focus,0,0.16236564805057957,-2.438393798156787
apple cider vinegar,Cognitive/Focus,1,0.16213609629614015,-2.452199597681817
pepsin,Cognitive/Focus,0,0.1563419583967529,-2.492841582179163
pectinase,Cognitive/Focus,0,0.15349439601494397,-2.5193137935403542
methylsulfonylmethane,Cognitive/Focus,4,0.15090450952458,-2.555577337527126
d-mannose,Cognitive/Focus,0,0.14306942187137217,-2.6205971293775363
hemicellulase,Cognitive/Focus,0,0.14306942187137217,-2.6205971293775363
rose hips,Cognitive/Focus,0,0.14306942187137217,-2.6205971293775363
xylanase,Cognitive/Focus,0,0.14306942187137217,-2.6205971293775363
glucosamine hydrochloride,Cognitive/Focus,1,0.14283458203083269,-2.632771843323638
fennel,Cognitive/Focus,0,0.14068036529680367,-2.644844675624213
collagen,Cognitive/Focus,0,0.1298377239199157,-2.760321893044149
invertase,Cognitive/Focus,0,0.1298377239199157,-2.760321893044149
proprietary extract blend,Cognitive/Focus,9,0.128494451308328,-2.7713770815531453
glucoamylase,Cognitive/Focus,0,0.12595379268043344,-2.804043270473467
chondroitin sulfate,Cognitive/Focus,1,0.1086077493612921,-3.023356298877943
collagen peptides,Cognitive/Focus,0,0.08874981975486662,-3.3078096883466426
proprietary enzyme blend,Cognitive/Focus,0,0.08874981975486662,-3.3078096883466426
lactase,Cognitive/Focus,0,0.08104583772391992,-3.438393798156787
diindolylmethane,Cognitive/Focus,0,0.07951150168002068,-3.465874534578894
bromelain,Cognitive/Focus,3,0.07673509009136781,-3.5127411396168684
proprietary probiotic blend,Digestive/Gut,131,126.95549923973644,2.489938519697842
alpha-galactosidase,Digestive/Gut,47,113.81109445277362,2.503259898195676
glucoamylase,Digestive/Gut,64,103.03430226083083,2.48928586416041
invertase,Digestive/Gut,62,99.83066132264528,2.4879193520611897
hemicellulase,Digestive/Gut,56,90.23256589923257,2.4832542063926284
xylanase,Digestive/Gut,56,90.23256589923257,2.4832542063926284
pectinase,Digestive/Gut,52,83.84450372346338,2.4795679826282675
"flaxseed, powder",Digestive/Gut,34,82.80792885638297,2.492365257092382
fiber blend,Digestive/Gut,33,80.4286189130796,2.491187065895101
probiotic blend,Digestive/Gut,209,53.834509231476225,2.414362745091109
cellulase,Digestive/Gut,116,46.756951466127404,2.4033719611731326
maltase,Digestive/Gut,36,43.78138510143,2.4205325123313153
psyllium,Digestive/Gut,43,41.69855168969536,2.407476359505869
"psyllium, powder",Digestive/Gut,25,40.94694329183956,2.4260920376732162
bifidobacterium bifidum,Digestive/Gut,28,27.414679508468947,2.3465941173588467
protease,Digestive/Gut,130,26.226738457207208,2.299643702432277
senna leaf extract,Digestive/Gut,23,22.669188651070183,2.31061482025328
saccharomyces boulardii,Digestive/Gut,36,21.88761639507815,2.2830289885813806
pepsin,Digestive/Gut,44,21.322927072927072,2.269972835755934
inulin,Digestive/Gut,78,20.908954751804718,2.251825489045675
pancreatin,Digestive/Gut,55,20.44698787451081,2.2528993223969924
lipase,Digestive/Gut,139,19.241414312299103,2.219346762685966
amylase,Digestive/Gut,118,17.827055588334456,2.1990063144017906
fructooligosaccharides,Digestive/Gut,64,16.259429897831783,2.1803356232712576
digestive enzyme blend,Digestive/Gut,58,14.74378118192678,2.148863750256668
serrapeptase,Digestive/Gut,29,14.179870453413054,2.1544956183359982
lactobacillus acidophilus,Digestive/Gut,93,13.196980319742469,2.0989114064951995
lactase,Digestive/Gut,76,13.092191161700702,2.099354064143537
aloe vera,Digestive/Gut,23,12.592223881422488,2.1179697423108843
"blueberry, powder",Digestive/Gut,12,12.256773766147731,2.145984118480481
papain,Digestive/Gut,126,11.945711032556169,2.0540863782788965
enzyme blend,Digestive/Gut,71,11.415554440541896,2.0447207602802453
multi collagen complex,Digestive/Gut,23,11.332603285216525,2.073575622952431
cascara sagrada,Digestive/Gut,25,11.164209732176538,2.063521958288508
bacillus coagulans,Digestive/Gut,55,9.840002471195131,1.9828101590292486
raw probiotic enzyme blend,Digestive/Gut,32,9.751464356929212,1.9924388602270253
epicor,Digestive/Gut,20,7.623115193264447,1.8809305450100349
"chlorella, powder",Digestive/Gut,18,7.469647988505747,1.8740441594247947
marshmallow root extract,Digestive/Gut,20,7.0783582089552235,1.837861823118149
"pomegranate juice, powder",Digestive/Gut,25,6.820894421392347,1.807182205028722
fennel,Digestive/Gut,35,6.809536159600998,1.7960416474235217
arabinogalactan,Digestive/Gut,24,6.55746395250212,1.7845460085856921
peppermint,Digestive/Gut,17,6.530849558199136,1.7960416474235217
leucine,Digestive/Gut,18,6.402105437665782,1.7809347550333132
nattokinase,Digestive/Gut,23,5.664310602289697,1.6917049876087862
"apple cider vinegar, powder",Digestive/Gut,51,5.599796935852945,1.6635913513998721
marshmallow,Digestive/Gut,23,4.924968078429675,1.5944077862538713
sugar,Digestive/Gut,29,4.723301777113436,1.5572547878364054
all herbal ingredients,Digestive/Gut,16,4.715280079549221,1.576075963481614
betaine hydrochloride,Digestive/Gut,92,4.662076641755446,1.5252715928101226
ginger rhizome extract,Digestive/Gut,23,4.194753240049407,1.4741135525361595
raw organic fruit vegetable blend,Digestive/Gut,15,4.190518273036914,1.4886131222312744
"beet root juice, powder",Digestive/Gut,28,4.149653291466643,1.4602508991544139
caprylic acid,Digestive/Gut,20,4.127591210613598,1.465893045731191
"ginger, powder",Digestive/Gut,26,4.11165017349955,1.4550047295884547
glutamic acid,Digestive/Gut,17,4.041770263550473,1.455004729588455
lemon bioflavonoid complex,Digestive/Gut,17,4.041770263550473,1.455004729588455
apple pectin,Digestive/Gut,21,3.991898133380966,1.437850008549388
proprietary enzyme blend,Digestive/Gut,42,3.837298696078185,1.3894163879608779
methionine,Digestive/Gut,16,3.8165948513976358,1.4110167172111177
iron,Digestive/Gut,893,3.6201015999238066,1.237790452369853
bromelain,Digestive/Gut,187,3.6048770974434174,1.3128090336661917
"pomegranate fruit juice, powder",Digestive/Gut,14,3.5349155069582503,1.3524349959479072
"spirulina, powder",Digestive/Gut,19,3.4933092601804256,1.3313733804200774
protein,Digestive/Gut,1139,3.4805447070209277,1.1765668551395643
goldenseal,Digestive/Gut,11,3.3256772157447183,1.3106148202532801
slippery elm,Digestive/Gut,22,3.2878285174237396,1.2752094841220811
beet,Digestive/Gut,19,3.2521626767448644,1.2699728357559341
artichoke leaf extract,Digestive/Gut,32,3.2468324194084413,1.255473266060819
"cranberry, powder",Digestive/Gut,10,3.238648592715232,1.2919991420859331
bovine colostrum,Digestive/Gut,14,3.2133336345562986,1.2699728357559343
saturated fat,Digestive/Gut,14,3.2133336345562986,1.2699728357559343
silymarin,Digestive/Gut,13,3.1415162056208934,1.2528993223969924
octacosanol,Digestive/Gut,11,3.140806976872551,1.2599887471833122
"broccoli, powder",Digestive/Gut,9,3.1400982177343706,1.2699728357559341
stevia leaf extract,Digestive/Gut,44,2.7626918536009444,1.105997100644808
dietary fiber,Digestive/Gut,34,2.754640403368794,1.1077014068570572
medium chain triglyceride,Digestive/Gut,20,2.750566611387507,1.1179697423108843
apple cider vinegar,Digestive/Gut,38,2.749918074299163,1.1041639427858538
pectin,Digestive/Gut,10,2.7269954688044615,1.1344578650994535
lecithin,Digestive/Gut,26,2.6538533366533863,1.0784413781242463
"alfalfa, powder",Digestive/Gut,9,2.616472622266365,1.100047834313622
antioxidant blend,Digestive/Gut,11,2.569389874904033,1.0735756229524307
cholesterol,Digestive/Gut,608,2.4845811217470923,0.9417413117654854
black cumin seed oil,Digestive/Gut,9,2.4786764129326793,1.0475804144194865
total carbohydrates,Digestive/Gut,1716,2.394861757890711,0.7875800686753258
grapefruit seed extract,Digestive/Gut,11,2.355108461665839,0.9886867253659178
sugars,Digestive/Gut,10,2.3548841059602648,0.9924388602270253
spirulina,Digestive/Gut,39,2.3036627970671657,0.9360720992024957
berberine hydrochloride,Digestive/Gut,34,2.2945640329491725,0.9343698039714953
sunflower lecithin,Digestive/Gut,12,2.2680185982604,0.9480447408685716
sodium,Digestive/Gut,1352,2.259838099388259,0.7769749156208332
l-5-hydroxytryptophan,Digestive/Gut,9,2.242454339789218,0.9480447408685717
ginger,Digestive/Gut,64,2.2131376088571173,0.890039137433006
chlorophyll,Digestive/Gut,22,2.21300597213006,0.9068220781420591
licorice root extract,Digestive/Gut,35,2.2068465200634777,0.8955773209744363
collagen,Digestive/Gut,20,2.19975677169707,0.9029568513400338
whey protein isolate,Digestive/Gut,9,2.140449353659087,0.900739026090215
pau d arco,Digestive/Gut,8,2.1188430983118174,0.8955773209744363
potassium,Digestive/Gut,908,2.1066754093014293,0.7575173807976433
milk thistle,Digestive/Gut,17,2.0687196031582396,0.8449512479044682
dandelion,Digestive/Gut,24,2.0679395135698524,0.8370134284798276
aquamin,Digestive/Gut,9,2.0473143663228806,0.8549353364770902
phosphorus,Digestive/Gut,255,2.0041088998996663,0.7697948747753278
chlorella,Digestive/Gut,21,1.9564307106845216,0.7829854945980753
calories,Digestive/Gut,2098,1.9545833080976318,0.5704322072454628
total fat,Digestive/Gut,1024,1.9400612384287084,0.6686821651307776
cayenne pepper,Digestive/Gut,12,1.9133042812189467,0.7740153410935229
fenugreek,Digestive/Gut,13,1.8839821103196952,0.7553996629261758
"coconut water, powder",Digestive/Gut,11,1.8836893525418115,0.7604177376928007
total carbohydrate,Digestive/Gut,235,1.8597535864597003,0.696261470009487
calcium,Digestive/Gut,1226,1.8110153383112957,0.5856924169128446
vitamin k,Digestive/Gut,205,1.7758675531865613,0.6515516933574801
pomegranate extract,Digestive/Gut,9,1.7437632964863556,0.6850103350347779
"turmeric, powder",Digestive/Gut,20,1.7359169066945972,0.6585381236735869
l-glutamic acid,Digestive/Gut,11,1.7122642219512563,0.6585381236735871
burdock root extract,Digestive/Gut,7,1.7117927579618792,0.675026246462156
ginger root extract,Digestive/Gut,43,1.6609102713500916,0.600121437448265
chasteberry fruit extract,Digestive/Gut,6,1.6474437458636664,0.6399224455062398
glycine,Digestive/Gut,43,1.634638853096584,0.5830479240893235
black walnut,Digestive/Gut,8,1.6295355587808418,0.6154694017817008
luteolin,Digestive/Gut,8,1.6295355587808418,0.6154694017817008
thiamin,Digestive/Gut,17,1.599654729178199,0.5736492260870739
